INDEX,S1,S2,S3,S4
166696,15,-8,-1,-10
166697,4,13,0,9
166698,7,12,-4,-2
166699,-12,10,15,5
166700,9,-9,6,-5
166701,12,-4,-5,-9
166702,-13,9,-15,14
166703,4,-13,15,-3
166704,-11,-7,14,3
166705,2,-4,-9,-11
166706,-8,13,-1,-2
166707,-6,-12,7,7
166708,9,6,0,-9
166709,-3,9,7,6
166710,-3,-9,-9,4
166711,8,-12,3,1
166712,6,-14,-15,-4
166713,-12,15,4,-9
166714,-11,1,-9,15
166715,1,-4,-11,-4
166716,-9,-10,6,8
166717,-3,13,7,0
166718,4,4,7,-12
166719,1,9,4,1
166720,2,-1,14,-7
166721,-6,-15,9,7
166722,-4,-4,-15,1
166723,-7,11,-5,13
166724,4,-15,-15,13
166725,-15,-4,3,-6
166726,8,7,3,-1
166727,10,-7,7,-10
166728,13,-10,0,-10
166729,-15,-3,-9,5
166730,-14,2,-13,9
166731,5,-11,-11,1
166732,1,-2,6,-2
166733,6,-5,-3,6
166734,3,-10,1,-10
166735,-4,-6,0,13
166736,-15,-11,-10,-9
166737,8,-8,6,12
166738,6,7,-4,-12
166739,-7,11,-11,7
166740,10,5,0,-11
166741,8,-3,0,4
166742,15,-8,-1,-4
166743,5,12,5,9
166744,-12,-1,-14,-2
166745,4,3,-6,4
166746,-11,-5,1,-7
166747,-14,-1,-10,-11
166748,-15,-3,8,8
166749,0,8,-1,-14
166750,-4,-12,15,12
166751,-14,-11,-15,-11
166752,0,14,-2,6
166753,-1,-7,-12,9
166754,-15,10,12,-5
166755,0,10,6,-2
166756,11,-12,3,-8
166757,-3,10,14,13
166758,-8,-1,1,-6
166759,12,4,7,7
166760,0,10,-1,-8
166761,-9,3,-5,-4
166762,-5,-2,3,-5
166763,-9,-6,-2,8
166764,8,-3,9,-3
166765,-13,-15,-15,4
166766,-15,10,9,-4
166767,6,-10,-6,-1
166768,1,14,7,-11
166769,10,-3,15,-6
166770,13,-14,13,-2
166771,5,1,6,-7
166772,11,4,-8,-10
166773,4,13,3,-10
166774,11,-6,1,8
166775,-7,7,-14,12
166776,-5,-7,-10,-7
166777,9,-7,-6,4
166778,-13,12,2,-6
166779,15,6,10,-4
166780,13,7,-13,2
166781,-3,-7,-9,-8
166782,-9,4,15,4
166783,-1,11,-12,4
166784,-4,3,5,7
166785,-1,-8,-14,-13
166786,15,11,-2,6
166787,12,-5,-11,9
166788,-15,-14,-1,0
166789,5,5,-10,10
166790,15,4,-7,2
166791,-10,-5,-2,-6
166792,8,12,3,9
166793,7,1,7,8
166794,-13,10,-11,-1
166795,-9,6,2,-4
166796,-7,3,13,8
166797,-7,11,5,-11
166798,12,-15,-1,15
166799,8,-7,-5,-8
166800,10,-5,8,14
166801,-2,-7,5,12
166802,-7,-13,-10,-4
166803,-13,-12,-12,11
166804,-6,-1,-6,2
166805,6,8,-15,1
166806,8,10,-2,5
166807,3,5,6,-3
166808,-8,10,-4,-3
166809,9,3,4,-10
166810,-9,7,4,2
166811,2,-4,-5,4
166812,-9,1,4,1
166813,-14,-15,13,2
166814,10,15,8,4
166815,-11,-5,2,-2
166816,0,5,-13,11
166817,13,10,8,2
166818,11,4,12,-11
166819,10,2,7,10
166820,-6,-1,-4,-15
166821,-10,-7,-7,5
166822,-6,-9,-9,5
166823,-7,-6,-1,2
166824,-2,10,6,-8
166825,3,-14,4,-10
166826,-8,-2,3,-8
166827,-2,7,13,-5
166828,11,15,-13,-4
166829,-11,4,-7,-10
166830,10,-12,7,-1
166831,9,10,-8,5
166832,-6,3,-6,-12
166833,10,-14,-3,3
166834,6,9,15,-12
166835,7,-10,1,-3
166836,2,-6,13,13
166837,9,-4,-4,-14
166838,-2,5,0,-14
166839,-9,2,-13,-3
166840,6,-3,0,-14
166841,15,-14,-4,-2
166842,14,-14,-13,7
166843,8,-6,5,-13
166844,14,5,-9,-6
166845,-5,-6,-13,7
166846,13,8,-5,-2
166847,9,7,12,2
166848,13,9,3,-4
166849,-12,2,14,-14
166850,5,-15,-7,7
166851,-7,-11,-3,3
166852,0,-5,12,15
166853,-13,5,-12,1
166854,10,6,-10,2
166855,8,2,-2,-5
166856,6,-8,4,-2
166857,-2,8,-4,-10
166858,-6,4,-14,5
166859,-2,-1,-9,6
166860,-2,7,8,10
166861,8,0,-11,12
166862,6,15,15,-13
166863,9,7,-5,-12
166864,9,0,-13,6
166865,5,-8,6,-8
166866,10,3,15,3
166867,-6,9,14,-14
166868,1,4,6,-7
166869,-1,7,0,0
166870,-2,-14,-6,12
166871,4,-11,3,-1
166872,-12,2,-3,-8
166873,10,10,-14,2
166874,3,1,8,-14
166875,10,-3,-13,9
166876,-13,10,4,12
166877,3,15,11,10
166878,11,-4,4,2
166879,-7,6,7,1
166880,3,14,-1,2
166881,2,1,-8,1
166882,-6,14,12,7
166883,8,-9,4,-11
166884,10,-7,10,-7
166885,-13,1,7,8
166886,7,-6,6,15
166887,-3,7,15,0
166888,1,6,-7,14
166889,14,5,-1,7
166890,9,-4,-3,7
166891,-5,9,-10,8
166892,-7,15,-9,-5
166893,4,5,-12,1
166894,9,-3,-12,11
166895,4,5,-8,2
166896,-11,-3,-2,1
166897,-1,-14,-2,-12
166898,-8,-15,7,-10
166899,-10,14,15,-6
166900,-5,0,8,-6
166901,-1,6,11,5
166902,13,2,12,0
166903,8,7,6,11
166904,-15,8,-5,4
166905,-8,15,3,-3
166906,4,9,3,13
166907,-7,8,3,-3
166908,-8,-11,10,9
166909,-10,-14,-6,-13
166910,15,12,4,-11
166911,-8,-5,-7,-1
166912,6,4,-15,11
166913,-3,-6,6,14
166914,-10,-10,1,10
166915,-11,1,0,-11
166916,-4,14,-4,14
166917,-10,-9,7,-8
166918,-3,14,-13,-3
166919,5,-2,-11,-13
166920,10,-14,14,-11
166921,-9,-12,-6,13
166922,-1,6,7,5
166923,-8,-11,0,-1
166924,3,10,11,10
166925,-12,-14,0,7
166926,-13,-6,9,9
166927,0,-7,11,-8
166928,-14,2,9,4
166929,4,-13,10,-4
166930,10,-6,1,7
166931,7,-9,-10,11
166932,2,14,5,-3
166933,4,1,-14,-11
166934,-9,6,8,-11
166935,2,-13,-10,-11
166936,-14,5,2,-8
166937,11,-9,15,9
166938,-1,10,-9,9
166939,-5,-7,7,-9
166940,11,8,15,-5
166941,-13,15,-8,-13
166942,-15,-9,8,-8
166943,9,-15,11,-11
166944,-1,9,-13,-15
166945,0,-15,-14,-2
166946,-14,-4,-10,11
166947,5,11,-8,-12
166948,-13,1,-15,-4
166949,2,-7,11,-2
166950,10,3,0,7
166951,-11,-12,-10,-7
166952,-14,-1,-14,7
166953,8,7,8,-4
166954,-7,4,-6,-3
166955,6,7,-11,-2
166956,8,5,-15,-14
166957,6,2,-2,14
166958,7,1,12,-9
166959,-9,14,-11,6
166960,-1,12,1,13
166961,-5,-13,10,12
166962,4,6,-10,-5
166963,14,11,5,15
166964,-4,-1,-12,-5
166965,7,-15,7,14
166966,-6,-12,-8,3
166967,6,13,-2,-6
166968,12,15,-13,4
166969,-8,9,-7,-2
166970,-4,10,-8,-2
166971,-5,-10,12,-3
166972,-3,-4,2,1
166973,-5,-7,14,7
166974,-1,-15,14,5
166975,-4,15,-10,15
166976,4,-9,9,4
166977,9,0,-3,15
166978,-2,11,14,-10
166979,5,-9,-14,-12
166980,-6,6,-10,-10
166981,1,15,-14,-14
166982,-4,-13,-1,10
166983,4,8,-14,2
166984,-6,-5,9,-7
166985,-15,13,12,3
166986,14,-14,-11,-3
166987,5,3,8,15
166988,5,-2,-1,8
166989,-13,-3,-9,1
166990,12,7,-2,-14
166991,-8,14,-1,-5
166992,-12,7,8,0
166993,-13,-4,-14,13
166994,6,-9,0,2
166995,-10,13,-1,-5
166996,-15,8,10,-6
166997,1,5,-6,3
166998,-13,-11,13,2
166999,-5,10,-3,-12
167000,-4,-4,11,-3
167001,8,-8,15,6
167002,7,14,-9,-6
167003,15,-6,5,2
167004,-12,5,-9,15
167005,-7,15,-12,15
167006,9,-2,14,-3
167007,8,-4,-15,-14
167008,3,4,4,15
167009,-2,11,-15,5
167010,-11,10,-6,-13
167011,12,3,-9,15
167012,-3,-12,1,6
167013,9,5,-15,5
167014,-13,-12,14,14
167015,14,11,6,-3
167016,12,-8,10,-3
167017,-13,2,-7,4
167018,-3,-15,0,-2
167019,3,15,-15,12
167020,13,0,13,-3
167021,13,11,-11,1
167022,-13,11,11,12
167023,-9,-1,8,0
167024,-14,-10,11,15
167025,-15,-2,-8,4
167026,5,-3,3,14
167027,10,-7,3,5
167028,1,-9,3,9
167029,-7,1,12,-1
167030,-10,7,10,0
167031,5,-2,12,3
167032,11,6,13,11
167033,-8,-13,-3,1
167034,-4,-4,2,7
167035,14,2,1,-6
167036,-12,-5,-9,0
167037,15,9,6,-7
167038,-7,7,-8,-15
167039,-12,-3,-10,9
167040,-13,12,-7,2
167041,9,-3,6,0
167042,4,12,-8,-13
167043,10,12,5,1
167044,1,3,0,3
167045,3,-11,14,15
167046,9,-5,-11,-10
167047,-11,12,3,14
167048,-13,14,-4,-2
167049,-5,-1,10,-9
167050,-8,-8,9,5
167051,-11,4,5,-14
167052,12,15,8,-5
167053,-15,7,-14,2
167054,-13,-7,-11,-3
167055,6,-5,-13,1
167056,13,-2,-10,-13
167057,-14,-1,4,8
167058,7,-3,3,6
167059,3,-14,-15,8
167060,13,-12,13,13
167061,5,-7,-5,8
167062,12,-5,4,-4
167063,-14,10,7,-15
167064,-6,6,-8,11
167065,3,9,3,-5
167066,10,-3,-5,3
167067,-6,2,15,-9
167068,-9,14,1,-15
167069,1,6,4,-9
167070,9,6,-7,13
167071,-8,9,-14,15
167072,-10,8,-1,12
167073,13,-1,-13,-4
167074,-1,-9,8,-12
167075,1,-9,-1,-6
167076,-5,-6,11,9
167077,-2,-2,-13,-2
167078,12,-1,-1,2
167079,12,7,5,-9
167080,-2,-12,-1,7
167081,8,-15,12,-7
167082,10,-15,-12,3
167083,5,-12,9,-7
167084,-5,10,-6,-8
167085,3,15,10,-12
167086,10,14,0,-2
167087,12,0,-10,-12
167088,14,-5,-3,7
167089,11,-9,13,-2
167090,15,-2,-1,-9
167091,7,9,-6,6
167092,-12,5,-9,-1
167093,-7,-11,14,6
167094,-13,1,2,-11
167095,10,9,-4,13
167096,-15,15,-7,2
167097,-9,-11,8,-1
167098,10,-13,4,-1
167099,13,-5,9,3
167100,-15,-5,4,-8
167101,8,-3,6,-13
167102,1,-3,13,-11
167103,-13,13,10,-6
167104,6,6,9,9
167105,7,-11,0,3
167106,8,-15,-7,14
167107,-9,8,15,-14
167108,-11,-14,-9,-9
167109,4,-12,13,5
167110,12,-1,-14,5
167111,9,15,2,1
167112,-14,-10,15,-9
167113,5,-13,-11,-1
167114,-2,-14,11,15
167115,7,1,-11,-2
167116,11,-4,-1,-8
167117,10,-5,14,-7
167118,1,1,-6,13
167119,10,-3,5,-10
167120,-8,15,-2,9
167121,8,6,3,-2
167122,11,4,15,10
167123,-2,14,-15,-10
167124,-15,-14,-4,3
167125,7,-2,-13,-11
167126,6,-4,-4,1
167127,-6,-14,-2,-3
167128,10,-6,5,-5
167129,-13,-9,12,-3
167130,-2,1,8,4
167131,1,8,-10,10
167132,5,-3,-15,-1
167133,13,-2,-6,-3
167134,4,0,-10,-1
167135,-13,9,0,15
167136,13,5,7,-10
167137,3,9,6,3
167138,-15,3,-13,-9
167139,12,3,-7,-13
167140,-14,6,-14,6
167141,2,5,12,-14
167142,12,-8,15,13
167143,-12,14,-10,-6
167144,10,3,-9,-8
167145,8,-6,-2,-12
167146,7,6,-2,0
167147,-3,-4,15,5
167148,2,-6,-11,3
167149,-8,9,14,-11
167150,4,4,-5,8
167151,-4,12,5,4
167152,-3,-15,8,14
167153,-5,14,-13,-12
167154,8,15,-8,-8
167155,-2,2,0,11
167156,7,11,-11,-3
167157,-15,-11,15,1
167158,-3,13,-6,-12
167159,14,-1,11,-8
167160,6,13,-9,-4
167161,-15,14,-5,-4
167162,6,-9,11,-2
167163,-9,1,-6,-11
167164,-4,0,1,13
167165,5,6,12,-7
167166,-10,9,9,9
167167,15,6,-7,10
167168,6,3,9,-5
167169,-12,-4,-8,8
167170,6,7,11,-5
167171,-13,-2,13,-12
167172,1,-10,-13,8
167173,-12,0,7,13
167174,-13,-4,-1,1
167175,13,15,11,-11
167176,-14,-5,-1,-6
167177,7,-5,9,10
167178,12,3,1,-1
167179,1,8,-12,5
167180,15,-6,2,11
167181,11,5,-5,-5
167182,11,7,5,-10
167183,14,2,0,-8
167184,-3,13,1,-7
167185,3,5,1,-3
167186,9,-1,-2,-1
167187,15,-3,-4,-7
167188,-7,-15,9,0
167189,1,0,-12,-10
167190,8,-6,8,-10
167191,8,-10,0,2
167192,6,11,4,1
167193,15,-3,4,-8
167194,-1,-15,5,7
167195,1,-8,1,-11
167196,-14,-6,10,0
167197,7,-6,2,7
167198,15,4,-2,13
167199,2,12,12,13
167200,5,-4,-4,14
167201,-5,13,3,-15
167202,4,-12,-7,-2
167203,-8,-13,2,-12
167204,-5,-9,-8,14
167205,2,-4,0,-9
167206,6,-11,2,15
167207,-15,14,12,2
167208,5,6,4,3
167209,4,13,-2,5
167210,-10,11,1,13
167211,-9,6,3,3
167212,8,11,-10,2
167213,8,9,1,-9
167214,10,2,7,-12
167215,1,-7,4,11
167216,-3,2,-11,-10
167217,6,-11,12,14
167218,-2,9,-1,3
167219,14,-11,-8,-13
167220,7,0,2,-2
167221,-11,-13,-11,4
167222,-2,5,11,6
167223,-9,7,-11,-9
167224,-6,8,-13,0
167225,-3,-10,-9,1
167226,-15,13,-10,7
167227,9,11,-15,-6
167228,6,14,-14,8
167229,15,-2,14,0
167230,13,-3,6,12
167231,-12,-13,5,7
167232,-3,-14,-12,-7
167233,-1,-11,-8,-12
167234,1,-7,-5,-11
167235,-1,-8,12,-5
167236,2,7,4,-1
167237,-15,-11,6,4
167238,14,-10,-9,4
167239,2,-8,-5,11
167240,-6,2,-9,4
167241,-6,0,12,-8
167242,-8,-2,-8,-7
167243,-14,-7,-12,-5
167244,-5,7,6,3
167245,3,-6,13,11
167246,8,-3,9,12
167247,7,12,-3,-5
167248,12,3,1,6
167249,0,-3,-5,3
167250,8,-8,-11,-7
167251,11,2,4,-9
167252,12,-7,3,1
167253,6,-8,6,-14
167254,-6,0,9,6
167255,2,-10,-11,5
167256,8,-1,12,5
167257,-14,-13,-12,1
167258,5,-13,11,-7
167259,6,-1,-4,2
167260,-4,4,12,7
167261,-14,-8,4,0
167262,13,-8,10,9
167263,3,2,-8,15
167264,-15,4,-10,-13
167265,-4,-5,14,-4
167266,-3,-1,-10,12
167267,-10,11,5,-3
167268,-5,-1,-9,2
167269,-8,6,-1,10
167270,-13,7,7,13
167271,-3,11,10,-5
167272,-14,8,8,-4
167273,0,9,9,-8
167274,-12,1,14,6
167275,-15,-14,-2,1
167276,-9,-8,1,-2
167277,-14,6,10,-11
167278,-3,-8,-3,-3
167279,-15,3,-4,-2
167280,-8,-5,12,-6
167281,14,0,-14,-7
167282,10,11,0,5
167283,-13,0,7,8
167284,4,1,-10,-11
167285,-13,9,14,-9
167286,6,-5,-10,3
167287,-3,0,-8,-4
167288,7,-5,7,-5
167289,3,-6,6,12
167290,-15,2,9,5
167291,0,-14,-14,3
167292,2,-7,14,8
167293,-3,15,9,12
167294,15,15,8,4
167295,7,-14,-4,-12
167296,-12,1,11,-15
167297,7,11,4,-12
167298,6,14,-3,-3
167299,-12,-3,-5,-8
167300,12,13,15,8
167301,-9,8,-5,-10
167302,-3,-14,-5,-1
167303,-8,15,-8,-11
167304,4,-13,7,15
167305,0,2,-11,-8
167306,-5,10,-7,4
167307,12,11,-7,-5
167308,-1,2,10,-5
167309,-10,-11,0,0
167310,11,4,-14,-12
167311,15,-3,0,-15
167312,5,10,-11,-15
167313,-14,-12,8,9
167314,15,-8,9,8
167315,0,0,5,9
167316,14,-11,-12,-14
167317,4,-8,8,4
167318,6,-5,-7,11
167319,-9,13,1,-9
167320,-11,15,-15,-9
167321,12,11,-12,7
167322,10,-6,-5,-4
167323,12,-6,11,-15
167324,-6,-7,-4,1
167325,-9,1,2,-14
167326,-3,6,11,9
167327,-9,9,11,-1
167328,-11,7,-6,10
167329,-12,12,-11,8
167330,10,-6,8,15
167331,2,-13,1,2
167332,15,4,7,3
167333,-4,3,11,-9
167334,-10,-14,3,0
167335,7,0,5,-13
167336,7,-11,-15,12
167337,14,-5,6,-13
167338,1,-9,14,13
167339,-13,1,-13,-10
167340,9,-8,5,-13
167341,-1,-13,10,-9
167342,13,-5,-7,-9
167343,-9,-15,-10,6
167344,4,-8,-4,2
167345,-4,11,-13,10
167346,10,-14,0,-14
167347,-7,-2,-1,-14
167348,3,-4,13,3
167349,-14,-7,-5,-9
167350,2,10,1,2
167351,-1,2,-9,1
167352,-5,-4,8,0
167353,-11,0,15,0
167354,15,-12,8,-1
167355,9,-7,-1,-14
167356,8,-13,5,6
167357,10,3,15,4
167358,15,15,-1,-4
167359,14,-15,-14,-9
167360,15,9,-10,15
167361,4,-3,15,-3
167362,3,-2,-7,-6
167363,15,9,4,2
167364,4,4,-1,-2
167365,-2,3,7,9
167366,5,-7,-5,-11
167367,-4,-4,-7,9
167368,-6,-14,5,-3
167369,-7,9,12,3
167370,12,9,2,2
167371,2,-7,-8,-15
167372,-2,3,-13,-7
167373,-6,-9,6,-2
167374,-11,11,1,-14
167375,7,-12,8,-4
167376,12,3,0,6
167377,10,9,-5,10
167378,-14,8,-12,4
167379,10,15,12,-12
167380,14,7,-9,-8
167381,-1,4,-7,5
167382,0,-11,-6,-10
167383,-15,-13,6,8
167384,1,-7,5,-1
167385,-4,-10,-12,-14
167386,-12,-10,-9,-9
167387,-8,-4,11,8
167388,14,2,-2,-5
167389,15,2,1,-11
167390,7,3,12,-10
167391,-6,6,-1,-3
167392,-14,-5,-7,-3
167393,12,4,-11,-5
167394,2,-13,7,15
167395,3,14,9,5
167396,-2,6,2,1
167397,10,11,3,4
167398,10,3,6,-6
167399,2,11,0,6
167400,-8,-11,-15,-11
167401,-8,-13,-12,4
167402,-8,-4,6,-9
167403,-1,10,-13,-6
167404,5,-10,10,-11
167405,-11,-2,-7,15
167406,-1,15,1,14
167407,0,-7,15,-9
167408,8,15,-2,-3
167409,-12,2,14,-12
167410,-15,-4,11,3
167411,-5,2,12,5
167412,2,13,-5,12
167413,-15,11,-3,-6
167414,-11,13,8,-1
167415,14,-13,4,6
167416,-14,-4,15,-1
167417,-15,-11,10,2
167418,5,-11,-7,8
167419,-8,-8,9,-9
167420,-11,-8,9,-15
167421,0,-1,14,11
167422,9,10,-12,-3
167423,-3,-3,-11,9
167424,4,12,2,9
167425,-7,-3,-14,-3
167426,-7,-4,-8,1
167427,10,-7,-12,-5
167428,9,2,1,-7
167429,12,-7,4,12
167430,10,-12,5,-15
167431,-14,8,10,0
167432,-15,-4,-4,-7
167433,-8,8,4,-10
167434,-2,14,-8,-8
167435,0,7,-6,9
167436,10,-2,-13,-4
167437,-15,-10,-15,-11
167438,-1,-7,-2,-10
167439,14,1,1,13
167440,-13,8,8,0
167441,-11,9,7,8
167442,9,-14,8,8
167443,-10,0,-15,7
167444,7,3,-10,-8
167445,6,-13,5,-6
167446,5,15,-6,-11
167447,11,13,7,15
167448,3,0,-5,-8
167449,3,9,-14,-8
167450,-6,2,-6,-5
167451,-6,-5,2,14
167452,12,14,10,12
167453,7,-15,-5,-6
167454,6,-3,7,-4
167455,-12,12,-13,15
167456,-5,3,3,11
167457,5,13,13,3
167458,-3,13,0,-1
167459,-13,-4,-15,8
167460,7,-15,11,-11
167461,3,-10,15,14
167462,1,5,-3,-7
167463,-1,-10,3,7
167464,0,4,5,5
167465,15,1,-15,0
167466,-2,-5,-3,8
167467,3,5,12,15
167468,-14,8,8,-5
167469,5,-8,2,-13
167470,-9,-8,13,9
167471,8,12,-8,4
167472,8,-7,9,7
167473,9,-9,5,-8
167474,-8,-12,-5,-13
167475,-8,-10,6,-3
167476,5,13,-9,1
167477,-3,9,10,2
167478,13,-7,3,7
167479,-8,-7,-4,-9
167480,-3,6,-8,-12
167481,1,-5,-2,2
167482,-6,-2,-12,6
167483,5,15,6,3
167484,-11,-8,-9,-4
167485,-15,12,10,-15
167486,-3,-2,-4,-12
167487,-5,8,-9,-5
167488,-10,5,15,15
167489,14,9,2,-3
167490,15,-10,-1,0
167491,-6,12,4,-9
167492,-2,7,13,9
167493,-3,13,-10,-4
167494,5,-11,-9,5
167495,10,-1,2,13
167496,-15,15,10,0
167497,10,-4,-14,1
167498,1,-11,9,2
167499,13,11,-14,2
167500,-14,-13,-15,-7
167501,6,2,4,-9
167502,8,-14,4,7
167503,-4,15,-3,8
167504,-1,10,2,9
167505,-11,5,-11,1
167506,5,2,-13,5
167507,6,10,1,3
167508,6,-15,7,6
167509,9,-11,8,-8
167510,14,-10,-13,-15
167511,-10,14,-2,8
167512,-1,9,-3,5
167513,-4,3,0,-13
167514,13,-9,-11,1
167515,-13,0,3,8
167516,5,-5,12,-10
167517,14,-6,-11,14
167518,-3,-14,7,-7
167519,-1,8,2,-9
167520,13,-11,-13,13
167521,0,14,7,3
167522,-1,5,-14,13
167523,9,-1,8,3
167524,15,1,-4,8
167525,3,10,-5,-7
167526,-5,14,-2,14
167527,-12,-14,12,12
167528,-2,1,7,-7
167529,-9,10,12,-8
167530,-1,7,3,4
167531,-5,4,2,-5
167532,-7,-8,-8,-7
167533,-12,15,11,-13
167534,-4,-2,-11,-10
167535,-14,8,-1,-3
167536,6,2,-14,-2
167537,-2,-7,-9,2
167538,-12,-10,0,8
167539,1,12,-3,7
167540,15,-8,-4,14
167541,-4,-5,12,1
167542,0,-9,9,-1
167543,-14,10,13,5
167544,5,8,4,3
167545,11,5,11,4
167546,8,-14,-3,15
167547,6,6,7,5
167548,-11,8,-3,-14
167549,-9,9,1,11
167550,9,-15,5,-9
167551,-4,9,5,11
167552,-8,-6,-8,5
167553,-13,-9,8,12
167554,0,12,-11,13
167555,2,-6,-13,-1
167556,-14,-12,-2,10
167557,-1,-15,0,8
167558,11,-6,-2,-13
167559,-11,-8,7,-6
167560,13,10,11,15
167561,11,11,2,-12
167562,-1,-8,4,8
167563,14,12,1,-12
167564,-13,-2,10,-12
167565,-15,-7,5,-13
167566,10,6,7,10
167567,14,2,9,8
167568,-9,-9,-12,4
167569,-9,-10,8,12
167570,-9,14,-6,-12
167571,8,14,-7,4
167572,-1,-13,4,15
167573,-11,-4,13,-9
167574,12,15,12,-9
167575,-12,10,15,-4
167576,-3,2,10,-10
167577,9,7,-9,-12
167578,11,-11,2,-12
167579,9,3,1,12
167580,-7,12,8,6
167581,-2,15,-9,6
167582,9,1,2,4
167583,3,5,3,-12
167584,-9,12,-14,12
167585,1,7,0,11
167586,-11,2,6,10
167587,5,-12,-15,-15
167588,7,-2,-13,-6
167589,4,-11,2,14
167590,-1,10,-4,-5
167591,-12,-7,3,-3
167592,-13,-14,14,-1
167593,8,12,4,-6
167594,-4,-15,9,-1
167595,-2,-1,11,9
167596,-1,13,-6,-5
167597,-4,-11,-4,3
167598,-5,-9,11,-8
167599,-7,0,-2,8
167600,3,-12,8,-2
167601,0,-5,-12,-8
167602,-2,-1,6,11
167603,-6,-7,-15,-6
167604,1,5,-4,-6
167605,-10,15,-5,11
167606,15,0,3,5
167607,2,6,9,-13
167608,-11,-1,-9,13
167609,1,-15,2,14
167610,4,-2,-1,-12
167611,11,0,13,6
167612,-6,-6,-1,13
167613,2,-3,-4,-4
167614,-6,7,-15,9
167615,-15,-9,5,-6
167616,10,8,12,1
167617,-3,-12,-9,9
167618,13,10,2,14
167619,2,3,12,-11
167620,6,-14,15,14
167621,-9,-4,6,-15
167622,-9,-1,-10,-2
167623,12,4,-2,4
167624,2,15,-14,-8
167625,-7,-15,0,-12
167626,0,-8,14,-1
167627,3,-12,-3,-2
167628,-1,12,-1,1
167629,-3,-7,7,7
167630,-2,10,-14,0
167631,15,11,-6,15
167632,15,2,-11,10
167633,9,13,-4,-14
167634,2,-9,14,-12
167635,-14,15,-2,-14
167636,-2,1,-3,-6
167637,-4,13,12,-1
167638,-2,10,-1,6
167639,-4,2,1,9
167640,3,-12,-9,-2
167641,7,14,-14,-8
167642,10,9,10,-15
167643,-10,-9,-7,8
167644,4,-11,-13,-5
167645,4,-9,-2,15
167646,7,-3,8,12
167647,13,-5,-15,15
167648,-14,-12,9,-2
167649,8,15,-12,-13
167650,10,1,-9,14
167651,7,3,-4,10
167652,13,2,-5,-2
167653,-9,-4,6,-8
167654,-5,15,12,15
167655,0,5,-15,8
167656,9,9,-14,-7
167657,8,-1,0,-13
167658,8,-14,-8,10
167659,-12,-15,-4,5
167660,-12,6,13,2
167661,-7,-2,15,5
167662,-9,11,-5,-15
167663,8,1,-6,-7
167664,4,-2,-9,-14
167665,-10,-13,-1,-12
167666,13,13,-6,4
167667,5,2,6,15
167668,-11,11,-7,10
167669,-5,-15,-4,7
167670,8,15,-13,-10
167671,13,-15,-14,-11
167672,1,9,4,8
167673,13,12,-9,-1
167674,0,-15,8,3
167675,-4,-15,6,1
167676,-13,0,-11,1
167677,-8,4,0,14
167678,15,7,-12,-9
167679,-13,11,2,10
167680,7,9,8,-8
167681,7,-5,-14,-8
167682,-11,5,-3,-7
167683,15,13,-9,7
167684,0,6,-2,-8
167685,-9,4,14,-9
167686,8,9,-4,-15
167687,5,-1,-14,-2
167688,-14,2,9,-14
167689,5,-12,-10,5
167690,13,-1,9,-15
167691,10,12,3,6
167692,9,11,6,2
167693,-6,-4,-2,-12
167694,14,7,9,-14
167695,-7,6,-11,10
167696,7,-2,12,15
167697,-8,-13,-13,3
167698,2,-7,9,-13
167699,5,15,13,10
167700,-6,9,-11,-8
167701,7,5,-10,7
167702,-15,-8,-11,-12
167703,-3,5,3,13
167704,-3,-15,15,-13
167705,7,15,-12,-8
167706,1,-5,-9,-4
167707,-13,-12,6,4
167708,3,-2,12,10
167709,8,-3,3,1
167710,-2,-1,8,2
167711,-2,-10,7,15
167712,4,5,12,-5
167713,-6,14,0,1
167714,2,-15,7,1
167715,-10,-7,-6,15
167716,-2,-12,-14,-5
167717,-1,-11,4,-10
167718,8,-2,-6,4
167719,-11,6,15,4
167720,12,-10,-10,1
167721,7,6,-2,-6
167722,-1,9,9,-13
167723,11,4,5,-8
167724,7,-6,9,-4
167725,-7,-7,3,14
167726,-5,9,-13,-5
167727,11,15,-15,0
167728,-15,-12,-11,2
167729,-11,8,6,-10
167730,-6,6,-6,4
167731,-1,15,5,-4
167732,14,0,5,9
167733,14,-2,-12,-8
167734,7,-3,12,-8
167735,2,-7,-9,-13
167736,14,0,-3,-15
167737,4,-2,5,12
167738,-1,14,0,10
167739,11,15,-1,6
167740,0,-4,13,-1
167741,-7,-15,13,9
167742,-3,3,6,12
167743,-7,-2,-1,-7
167744,-3,-8,5,-3
167745,-13,-10,3,0
167746,7,-7,9,6
167747,1,-10,12,13
167748,1,12,2,7
167749,14,-6,-3,10
167750,-3,9,-3,1
167751,12,5,8,14
167752,-2,-9,8,-3
167753,-8,-10,14,2
167754,-10,-5,-11,6
167755,7,7,0,-7
167756,-8,-1,11,14
167757,14,-8,9,7
167758,9,12,15,11
167759,-3,8,14,1
167760,-11,-3,4,13
167761,-2,-15,-9,15
167762,-12,6,11,14
167763,-15,-13,-14,-13
167764,-4,6,11,6
167765,-7,15,9,-11
167766,-7,5,9,-5
167767,-7,11,-15,-1
167768,10,-10,-8,10
167769,-12,-13,1,11
167770,-14,-8,-10,-5
167771,-13,14,7,7
167772,-10,6,6,-5
167773,-14,8,9,-14
167774,8,-12,-3,-4
167775,10,3,-3,6
167776,15,-11,3,10
167777,-3,-5,0,-12
167778,-12,7,-10,1
